id	direct	signal	qAnswered	totalCorrect	percCorrect	dowork	doromantic	doacademic	dodrugs	trustswork	trustsromantic	trustsacademic	trustsdrugs	trustgwork	trustgromantic	trustgacademic	trustgdrugs	likework	likeromantic	likeacademic	likedrugs	compq1work	compq1romantic	compq1academic	compq1drugs	sumdo	sumtrusts	sumtrustg	sumlike	sumtotal	age	gender	edu	income	generaltrust	previousexperience
513	0	0	4	4	1	5	2	4	2	6	6	5	5	6	6	5	6	6	6	5	6	2	2	2	2	4.75	5.5	5.75	5.75	5.4375	44	1	4	9	6	1
514	1	0	4	4	1	2	2	2	2	5	5	5	5	5	5	5	5	4	5	4	6	2	2	2	2	6	5	5	4.75	5.1875	22	1	5	1	6	3
515	0	0	4	4	1	3	3	4	4	3	3	3	5	4	4	3	4	3	3	3	4	2	2	2	2	4.5	3.5	3.75	3.25	3.75	33	1	5	7	4	3
516	1	1	4	4	1	6	2	2	2	5	6	6	6	6	6	6	6	4	4	4	4	1	1	1	1	5	5.75	6	4	5.1875	25	2	5	4	6	1
517	0	0	4	4	1	1	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	2	2	2	2	4.75	4.25	4	4	4.25	21	2	4	5	5	1
518	0	1	4	4	1	2	2	2	2	6	6	6	6	5	5	5	6	5	5	5	7	1	1	1	1	6	6	5.25	5.5	5.6875	34	1	2	1	5	1
519	0	1	4	4	1	3	3	3	4	4	5	4	4	4	4	4	4	4	5	4	4	1	1	1	1	4.75	4.25	4	4.25	4.3125	31	1	5	4	2	5
520	0	1	4	4	1	1	2	1	1	7	6	5	7	6	5	6	5	6	5	6	5	1	1	1	1	6.75	6.25	5.5	5.5	6	31	1	2	6	4	1
521	1	1	4	4	1	4	4	4	4	4	4	4	4	5	4	4	5	5	5	4	4	1	1	1	1	4	4	4.5	4.5	4.25	31	2	5	6	5	1
522	1	1	4	4	1	3	2	4	3	5	5	5	5	5	5	5	5	4	4	4	4	1	1	1	1	5	5	5	4	4.75	28	1	4	6	5	1
523	0	1	4	4	1	2	2	3	3	5	6	5	5	4	5	4	5	5	6	5	4	1	1	1	1	5.5	5.25	4.5	5	5.0625	36	2	5	5	5	1
524	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	27	1	4	3	4	1
525	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	34	1	6	4	6	1
526	0	0	4	4	1	5	5	4	3	3	3	4	5	4	4	4	5	4	5	4	4	2	2	2	2	3.75	3.75	4.25	4.25	4	50	1	6	7	6	2
527	0	1	4	4	1	5	6	3	2	3	5	5	5	5	5	5	5	5	4	4	4	1	1	1	1	4	4.5	5	4.25	4.4375	53	1	4	6	4	1
528	0	0	4	4	1	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	2	2	2	2	4	4.25	4	4	4.0625	35	1	2	5	4	1
529	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	28	1	5	6	3	2
530	1	0	4	4	1	5	5	5	3	4	3	4	4	4	3	3	4	4	4	4	4	2	2	2	2	3.5	3.75	3.5	4	3.6875	34	2	5	9	3	2
531	1	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4	4	4	4	4	23	1	4	5	5	1
532	1	1	4	4	1	3	4	2	2	5	4	6	6	6	5	4	5	5	4	4	5	1	1	1	1	5.25	5.25	5	4.5	5	21	1	4	5	6	1
533	0	0	4	4	1	3	4	5	5	3	5	3	3	4	5	4	4	4	5	3	4	2	2	2	2	3.75	3.5	4.25	4	3.875	46	1	4	5	1	1
534	0	0	4	4	1	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	3.75	4	4	3.9375	25	1	5	10	6	1
535	0	1	4	4	1	4	5	4	5	2	1	3	3	2	2	3	6	1	2	2	4	1	1	1	1	3.5	2.25	3.25	2.25	2.8125	31	2	2	3	1	1
536	0	1	4	4	1	3	3	2	2	5	5	6	6	5	5	5	6	4	4	4	4	1	1	1	1	5.5	5.5	5.25	4	5.0625	25	1	5	6	4	2
537	0	1	4	4	1	3	3	3	3	4	4	4	4	3	3	3	3	4	4	4	4	1	1	1	1	5	4	3	4	4	24	1	4	2	4	2
538	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	61	1	5	3	5	3
539	1	1	4	4	1	4	5	5	4	4	4	3	5	5	5	4	6	5	5	4	5	1	1	1	1	3.5	4	5	4.75	4.3125	23	1	5	4	5	2
540	0	1	4	4	1	4	1	4	3	4	6	4	5	4	6	4	5	5	6	5	5	1	1	1	1	5	4.75	4.75	5.25	4.9375	53	2	4	10	6	1
541	1	0	4	4	1	2	4	2	5	4	3	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4.75	3.75	4	4	4.125	28	2	2	3	3	2
542	1	1	4	4	1	2	2	2	2	5	6	6	6	5	5	5	5	4	5	4	4	1	1	1	1	6	5.75	5	4.25	5.25	28	1	2	5	6	1
543	0	0	4	4	1	5	4	5	5	5	4	4	5	5	4	4	5	5	4	4	5	2	2	2	2	3.25	4.5	4.5	4.5	4.1875	22	1	5	2	5	3
544	0	1	4	4	1	2	4	3	4	6	4	5	4	5	4	5	4	5	4	5	4	1	1	1	1	4.75	4.75	4.5	4.5	4.625	30	1	5	4	6	5
545	0	1	4	4	1	1	1	1	1	6	7	7	6	5	6	6	6	5	6	6	6	1	1	1	1	7	6.5	5.75	5.75	6.25	22	2	4	10	5	4
546	0	1	4	4	1	3	3	3	3	6	5	5	5	5	5	5	5	4	4	4	4	1	1	1	1	5	5.25	5	4	4.8125	19	2	4	10	3	1
547	1	1	4	4	1	3	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	4.25	5	5	5	4.8125	56	2	6	9	6	1
548	0	1	4	4	1	2	2	2	2	6	6	6	6	5	5	5	6	5	6	5	6	1	1	1	1	6	6	5.25	5.5	5.6875	28	1	4	3	4	2
549	1	0	4	4	1	7	1	7	4	1	7	4	1	1	6	4	3	1	6	4	4	2	2	2	2	3.25	3.25	3.5	3.75	3.4375	29	1	4	4	4	1
550	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	21	1	4	1	5	1
551	0	1	4	4	1	4	3	2	2	4	4	3	4	4	4	3	4	4	4	3	4	1	1	1	1	5.25	3.75	3.75	3.75	4.125	23	1	5	6	3	1
552	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	31	1	2	5	5	2
553	0	0	4	4	1	4	4	5	4	4	4	4	4	4	4	4	4	4	4	3	4	2	2	2	2	3.75	4	4	3.75	3.875	25	2	5	1	4	2
554	1	1	4	4	1	3	1	5	3	5	4	3	5	5	4	4	5	4	4	4	4	1	1	1	1	5	4.25	4.5	4	4.4375	21	1	4	3	3	1
555	1	0	4	4	1	3	5	5	4	4	5	3	3	4	5	3	3	4	5	4	4	2	2	2	2	3.75	3.75	3.75	4.25	3.875	45	1	6	8	5	4
556	0	1	4	4	1	1	1	2	1	6	7	6	5	5	6	5	6	5	5	5	5	1	1	1	1	6.75	6	5.5	5	5.8125	31	2	4	4	6	1
557	1	0	4	4	1	2	3	3	2	5	5	5	6	5	5	5	4	4	4	4	4	2	2	2	2	5.5	5.25	4.75	4	4.875	27	1	5	4	5	1
558	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	34	1	6	10	5	1
559	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	31	1	2	1	4	2
560	1	1	4	4	1	5	1	4	4	4	5	4	3	4	5	4	3	4	4	4	3	1	1	1	1	4.5	4	4	3.75	4.0625	28	1	5	5	5	1
561	1	1	4	4	1	2	3	2	2	4	2	4	5	4	2	4	4	4	1	4	4	1	1	1	1	5.75	3.75	3.5	3.25	4.0625	31	2	5	4	4	2
562	1	1	4	4	1	3	3	3	2	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	5.25	5	5	5	5.0625	27	1	4	3	5	3
563	0	0	4	4	1	1	1	2	1	5	6	6	6	5	6	6	6	5	4	6	6	2	2	2	2	6.75	5.75	5.75	5.25	5.875	25	1	4	4	6	1
564	1	1	4	4	1	1	1	5	1	7	7	5	7	7	7	2	7	7	6	6	6	1	1	1	1	6	6.5	5.75	6.25	6.125	57	2	3	4	5	2
565	0	1	4	4	1	3	2	3	2	5	6	5	6	5	5	5	5	4	5	4	4	1	1	1	1	5.5	5.5	5	4.25	5.0625	19	1	4	1	4	3
566	1	1	4	4	1	3	3	3	4	4	4	5	4	4	4	4	3	4	4	4	4	1	1	1	1	4.75	4.25	3.75	4	4.1875	25	2	3	4	6	
567	1	1	4	4	1	2	2	3	2	5	5	5	5	5	5	5	5	5	4	4	4	1	1	1	1	5.75	5	5	4.25	5	19	1	4	2	2	2
568	0	1	4	4	1	3	3	6	2	7	6	7	6	7	6	7	7	7	7	7	7	1	1	1	1	4.5	6.5	6.75	7	6.1875	26	1	5	8	4	2
569	0	1	4	4	1	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	1	1	1	1	5	5	4	4	4.5	33	1	4	6	4	4
570	1	0	4	4	1	3	4	5	4	4	3	3	4	4	4	3	3	4	4	3	3	2	2	2	2	4	3.5	3.5	3.5	3.625	20	1	2	1	5	4
571	1	1	4	4	1	2	4	6	4	5	4	4	4	5	4	4	4	5	4	6	4	1	1	1	1	4	4.25	4.25	4.75	4.3125	22	1	4	4	2	1
572	0	0	4	4	1	3	3	3	3	4	3	3	5	5	3	3	3	3	3	3	3	2	2	2	2	5	3.75	3.5	3	3.8125	34	2	5	7	4	2
573	1	0	4	4	1	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	3.75	4	4	3.9375	31	2	5	6	5	1
574	1	0	4	4	1	4	4	2	2	5	4	5	4	5	4	4	4	4	4	4	4	2	2	2	2	5	4.5	4.25	4	4.4375	30	2	5	8	4	1
575	0	1	4	4	1	4	1	6	5	4	6	6	5	4	6	6	5	4	6	6	5	1	1	1	1	4	5.25	5.25	5.25	4.9375	63	2	5	2	5	1
576	1	1	4	4	1	1	2	2	2	6	6	6	7	6	6	6	6	6	6	6	6	1	1	1	1	6.25	6.25	6	6	6.125	47	2	5	8	6	1
577	0	0	4	4	1	4	4	4	3	4	3	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4.25	3.75	4	4	4	46	2	2	7	5	1
578	0	0	4	4	1	2	4	2	4	5	4	5	4	5	4	5	4	5	4	5	4	2	2	2	2	5	4.5	4.5	4.5	4.625	20	2	4	5	5	1
579	1	0	4	4	1	3	4	4	4	5	4	4	4	5	4	4	4	5	4	4	4	2	2	2	2	4.25	4.25	4.25	4.25	4.25	20	2	2	3	6	1
580	0	0	4	4	1	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	5	2	2	2	2	4.25	4	4	4.25	4.125	23	1	4	4	3	1
581	1	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4	4	4	4	4	21	2	2	1	4	4
582	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	35	1	2	6	5	1
583	0	1	4	4	1	3	3	3	4	5	5	5	4	5	5	4	3	4	5	4	4	1	1	1	1	4.75	4.75	4.25	4.25	4.5	37	2	5	6	5	3
584	1	0	4	4	1	2	2	3	4	2	2	3	4	2	2	4	4	2	2	3	4	2	2	2	2	5.25	2.75	3	2.75	3.4375	23	2	4	7	4	1
585	1	0	4	4	1	4	5	4	3	5	4	5	4	4	4	4	4	4	5	4	4	2	2	2	2	4	4.5	4	4.25	4.1875	41	2	4	8	6	1
586	1	0	4	4	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	5	3	3	3	3.5	29	1	6	1	3	2
587	0	1	4	4	1	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3	1	1	1	1	5	3	3	3.5	3.625	24	1	5	1	3	1
588	0	0	4	4	1	4	3	4	5	4	3	3	4	5	4	4	5	5	3	4	4	2	2	2	2	4	3.5	4.5	4	4	36	1	2	4	6	1
589	0	0	4	4	1	4	4	5	4	4	4	3	4	4	4	5	4	4	4	4	4	2	2	2	2	3.75	3.75	4.25	4	3.9375	29	2	4	5	5	1
590	0	0	4	4	1	4	3	4	3	4	4	5	3	3	4	5	3	3	3	5	2	2	2	2	2	4.5	4	3.75	3.25	3.875	24	1	4	5	3	2
591	0	1	4	4	1	1	2	2	1	5	5	5	5	6	5	5	5	6	5	5	5	1	1	1	1	6.5	5	5.25	5.25	5.5	24	2	2	3	2	2
592	0	1	4	4	1	2	1	2	2	6	7	6	6	5	6	6	6	5	6	5	6	1	1	1	1	6.25	6.25	5.75	5.5	5.9375	35	1	5	5	6	2
593	0	0	4	4	1	1	7	1	7	7	1	7	1	7	1	7	7	7	7	7	7	2	2	2	2	4	4	5.5	7	5.125	23	1	2	1	7	1
594	1	1	4	4	1	4	4	3	4	3	4	4	4	3	3	3	3	4	4	4	4	1	1	1	1	4.25	3.75	3	4	3.75	43	2	4	6	5	3
595	1	0	4	4	1	2	4	4	4	3	3	3	4	3	3	3	3	3	4	2	3	2	2	2	2	4.5	3.25	3	3	3.4375	28	1	4	3	3	1
596	1	0	4	4	1	4	4	4	4	3	3	3	3	3	3	2	3	4	4	4	4	2	2	2	2	4	3	2.75	4	3.4375	25	1	4	3	5	1
597	1	1	4	4	1	2	3	2	3	6	6	6	6	6	5	6	6	6	6	6	6	1	1	1	1	5.5	6	5.75	6	5.8125	26	1	4	10	5	4
598	1	0	4	4	1	3	3	5	4	3	3	4	3	4	4	3	3	4	4	4	4	2	2	2	2	4.25	3.25	3.5	4	3.75	35	1	5	2	4	1
599	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	21	1	4	1	5	2
600	1	1	4	4	1	2	2	3	5	4	6	4	6	5	5	4	4	5	6	4	5	1	1	1	1	5	5	4.5	5	4.875	32	1	5	3	5	3
601	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	43	2	5	5	4	3
602	0	0	4	4	1	3	2	3	2	2	3	3	4	3	3	2	4	3	3	3	5	2	2	2	2	5.5	3	3	3.5	3.75	22	2	5	6	4	1
603	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	57	2	6	1	4	3
604	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	49	1	6	10	6	2
605	0	1	4	4	1	3	3	2	2	6	6	5	6	5	5	5	5	5	5	5	5	1	1	1	1	5.5	5.75	5	5	5.3125	29	1	6	8	5	2
606	0	0	4	4	1	4	3	3	5	4	5	3	5	5	5	2	5	4	5	3	5	2	2	2	2	4.25	4.25	4.25	4.25	4.25	44	2	4	9	6	3
607	0	0	4	4	1	4	3	5	6	4	5	5	5	3	5	5	5	5	4	5	5	2	2	2	2	3.5	4.75	4.5	4.75	4.375	21	1	5	4	5	2
608	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	24	1	5	7	4	1
609	1	0	4	4	1	5	6	4	1	3	5	5	3	4	7	4	2	3	5	4	2	2	2	2	2	4	4	4.25	3.5	3.9375	32	1	4	1	4	3
610	0	1	4	4	1	3	2	1	1	6	5	7	7	5	5	6	6	5	5	7	7	1	1	1	1	6.25	6.25	5.5	6	6	27	1	4	4	5	2
611	0	1	4	4	1	2	3	3	3	6	6	6	3	5	6	5	5	6	5	5	4	1	1	1	1	5.25	5.25	5.25	5	5.1875	25	1	3	7	5	3
612	1	0	4	4	1	2	2	2	1	6	5	5	6	5	5	5	5	5	6	5	5	2	2	2	2	6.25	5.5	5	5.25	5.5	22	1	5	10	3	1
613	0	0	4	4	1	5	5	1	1	4	4	5	5	4	4	5	5	3	5	4	4	2	2	2	2	5	4.5	4.5	4	4.5	50	2	6	7	5	1
614	0	1	4	4	1	1	2	2	2	6	6	5	6	6	6	5	5	6	6	5	5	1	1	1	1	6.25	5.75	5.5	5.5	5.75	40	2	5	1	5	2
615	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	34	2	5	9	5	1
616	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	31	2	4	5	4	3
617	0	1	4	4	1	6	4	5	5	4	5	5	4	5	5	5	3	5	6	4	4	1	1	1	1	3	4.5	4.5	4.75	4.1875	45	1	4	5	4	3
618	1	0	4	4	1	4	4	4	4	7	4	7	4	7	7	7	7	4	4	4	4	2	2	2	2	4	5.5	7	4	5.125	60	2	2	7	7	3
619	1	1	4	4	1	3	4	5	4	5	4	4	5	5	4	4	5	5	5	4	5	1	1	1	1	4	4.5	4.5	4.75	4.4375	55	2	2	4	5	1
620	1	1	4	4	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	6	5	5	5	5.25	35	2	6	10	5	1
621	1	0	4	4	1	3	3	5	3	4	5	3	5	4	4	4	4	4	5	4	4	2	2	2	2	4.5	4.25	4	4.25	4.25	21	1	4	1	4	2
622	0	1	4	4	1	2	2	5	5	4	5	4	4	4	5	4	4	3	5	4	4	1	1	1	1	4.5	4.25	4.25	4	4.25	49	2	4	5	5	2
623	1	0	4	4	1	3	4	3	2	4	4	4	4	4	4	4	5	4	4	4	4	2	2	2	2	5	4	4.25	4	4.3125	53	2	2	6	5	1
624	0	1	4	4	1	3	2	2	2	5	5	6	6	5	5	5	5	5	6	5	5	1	1	1	1	5.75	5.5	5	5.25	5.375	34	2	4	5	5	3
625	1	1	4	4	1	3	4	4	4	5	5	4	4	5	4	5	4	5	5	5	4	1	1	1	1	4.25	4.5	4.5	4.75	4.5	22	2	5	2	5	3
626	1	0	4	4	1	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	3.75	4	4	4	3.9375	30	2	5	1	4	1
627	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	46	1	5	5	3	1
628	0	0	4	4	1	4	7	3	6	5	6	4	5	3	6	3	4	4	6	4	5	2	2	2	2	3	5	4	4.75	4.1875	20	1	4	3	5	3
629	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	26	1	6	3	5	2
630	0	1	4	4	1	1	1	1	1	7	7	7	7	7	7	7	7	6	7	6	7	1	1	1	1	7	7	7	6.5	6.875	23	1	4	4	7	2
631	0	0	4	4	1	4	4	4	4	4	4	5	4	4	4	5	4	4	4	4	4	2	2	2	2	4	4.25	4.25	4	4.125	50	2	5	7	5	1
632	0	1	4	4	1	3	3	1	2	5	4	5	5	5	5	6	5	4	4	5	5	1	1	1	1	5.75	4.75	5.25	4.5	5.0625	25	2	5	2	5	2
633	1	0	4	4	1	3	2	4	3	4	4	3	5	4	4	4	5	4	4	4	5	2	2	2	2	5	4	4.25	4.25	4.375	34	1	4	6	7	2
634	1	0	4	4	1	3	2	2	2	4	5	5	5	3	5	5	5	4	5	5	4	2	2	2	2	5.75	4.75	4.5	4.5	4.875	31	1	5	7	5	1
635	0	1	4	4	1	5	3	3	4	3	4	3	4	4	4	4	4	4	4	4	5	1	1	1	1	4.25	3.5	4	4.25	4	31	1	5	8	4	1
636	0	0	4	4	1	2	3	5	2	4	4	5	4	4	5	4	4	4	4	4	4	2	2	2	2	5	4.25	4.25	4	4.375	22	1	4	1	5	2
637	1	0	4	4	1	2	1	2	2	5	2	4	6	6	3	5	5	6	1	6	6	2	2	2	2	6.25	4.25	4.75	4.75	5	26	2	5	5	6	1
638	1	1	4	4	1	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4	3.75	4	4	3.9375	29	2	5	5	5	1
639	0	1	4	4	1	3	2	2	2	5	5	5	5	5	6	6	6	5	6	5	6	1	1	1	1	5.75	5	5.75	5.5	5.5	19	2	4	7	5	1
640	1	0	4	4	1	4	2	4	4	4	4	4	4	4	5	4	4	4	4	4	4	2	2	2	2	4.5	4	4.25	4	4.1875	31	2	5	4	7	1
641	0	0	4	4	1	2	5	4	2	4	2	3	5	5	2	3	4	4	3	4	4	2	2	2	2	4.75	3.5	3.5	3.75	3.875	52	2	2	8	6	2
642	1	1	4	4	1	3	2	2	2	5	5	6	6	5	5	6	6	4	5	5	4	1	1	1	1	5.75	5.5	5.5	4.5	5.3125	25	1	6	4	6	3
643	1	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4	4	4	4	4	26	2	4	2	2	1
644	0	1	4	4	1	1	1	1	1	7	7	7	7	7	7	7	7	7	5	7	7	1	1	1	1	7	7	7	6.5	6.875	22	2	4	5	6	1
645	1	1	4	4	1	7	2	1	1	6	7	7	6	6	6	7	6	6	7	6	6	1	1	1	1	5.25	6.5	6.25	6.25	6.0625	44	1	4	1	3	1
646	0	1	4	4	1	3	2	3	2	5	6	4	5	5	6	4	5	4	7	5	5	1	1	1	1	5.5	5	5	5.25	5.1875	50	1	4	4	5	1
647	1	1	4	4	1	5	1	7	5	1	7	6	5	2	6	5	6	3	7	6	7	1	1	1	1	3.5	4.75	4.75	5.75	4.6875	26	1	4	5	5	3
648	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	52	2	5	3	5	1
649	1	1	4	4	1	2	2	2	2	6	6	6	6	6	6	6	6	4	4	4	4	1	1	1	1	6	6	6	4	5.5	41	1	5	8	6	1
650	0	0	4	4	1	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4.25	4	4	4	4.0625	26	1	5	6	5	2
651	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	26	1	4	6	5	3
652	0	1	4	4	1	2	3	2	2	5	6	6	5	6	6	6	5	4	6	4	4	1	1	1	1	5.75	5.5	5.75	4.5	5.375	30	1	2	6	5	2
653	1	1	4	4	1	5	3	3	2	5	5	5	6	5	5	5	5	4	6	4	5	1	1	1	1	4.75	5.25	5	4.75	4.9375	22	1	1	4	6	3
654	1	0	4	4	1	2	2	3	3	6	6	5	5	5	6	5	5	6	6	5	5	2	2	2	2	5.5	5.5	5.25	5.5	5.4375	36	1	2	1	6	1
655	0	0	4	4	1	5	5	5	4	3	2	3	4	3	4	3	4	4	4	4	4	2	2	2	2	3.25	3	3.5	4	3.4375	31	2	5	6	3	3
656	0	1	4	4	1	2	2	2	3	3	6	4	5	4	4	3	4	4	5	5	4	1	1	1	1	5.75	4.5	3.75	4.5	4.625	20	1	2	1	1	3
657	1	1	4	4	1	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4.25	4	4	4	4.0625	30	1	5	3	4	2
658	0	1	4	4	1	4	1	4	4	4	7	4	4	4	7	4	4	4	7	4	4	1	1	1	1	4.75	4.75	4.75	4.75	4.75	18	2	2	4	6	1
659	0	1	4	4	1	2	2	6	2	7	6	7	6	6	6	6	6	6	5	5	6	1	1	1	1	5	6.5	6	5.5	5.75	33	1	2	5	5	3
660	0	0	4	4	1	4	3	3	4	4	4	4	6	4	5	4	6	4	4	4	4	2	2	2	2	4.5	4.5	4.75	4	4.4375	60	2	6	10	7	1
661	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	36	2	4	3	7	2
662	0	1	4	4	1	2	2	2	2	6	6	6	6	5	6	5	5	5	6	5	6	1	1	1	1	6	6	5.25	5.5	5.6875	41	1	5	10	6	2
663	0	0	4	4	1	2	2	2	3	4	5	5	7	5	5	4	6	4	4	4	4	2	2	2	2	5.75	5.25	5	4	5	35	1	4	4	7	2
664	1	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4	4	4	4	4	31	1	5	3	7	1
665	1	1	4	4	1	4	3	3	3	4	5	4	4	4	5	4	4	4	5	4	4	1	1	1	1	4.75	4.25	4.25	4.25	4.375	73	1	4	4	5	1
666	0	0	4	4	1	4	2	2	2	5	5	5	6	4	5	4	5	4	4	4	4	2	2	2	2	5.5	5.25	4.5	4	4.8125	31	2	6	9	6	1
667	1	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4	4	4	4	4	42	2	4	8	4	1
668	0	0	4	4	1	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	2	2	2	2	5	5	5	5	5	33	2	6	10	5	3
669	1	1	4	4	1	4	4	4	3	4	4	4	4	4	4	4	4	4	5	4	4	1	1	1	1	4.25	4	4	4.25	4.125	47	2	6	8	7	1
670	1	1	4	4	1	3	2	2	3	5	5	5	6	5	5	5	5	5	5	6	5	1	1	1	1	5.5	5.25	5	5.25	5.25	29	2	3	3	5	1
671	1	0	4	4	1	2	3	5	3	5	5	3	5	6	5	3	5	5	5	4	4	2	2	2	2	4.75	4.5	4.75	4.5	4.625	26	1	5	6	5	3
672	1	0	4	4	1	4	3	4	5	3	4	3	2	2	4	2	2	3	4	3	4	2	2	2	2	4	3	2.5	3.5	3.25	23	1	2	3	3	1
673	0	0	4	4	1	5	4	4	5	5	5	5	4	4	4	5	4	4	5	3	3	2	2	2	2	3.5	4.75	4.25	3.75	4.0625	48	2	5	7	5	2
674	1	0	4	4	1	4	1	4	4	3	1	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4.75	3	4	4	3.9375	22	2	5	3	2	2
675	0	0	4	4	1	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4.25	4	4	4	4.0625	26	2	4	1	7	1
676	0	0	4	4	1	3	3	3	3	5	4	5	5	5	5	5	5	4	5	4	4	2	2	2	2	5	4.75	5	4.25	4.75	36	2	5	8	6	1
677	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	26	2	4	9	4	2
678	1	1	4	4	1	2	2	2	1	6	5	6	6	6	4	6	5	5	5	5	5	1	1	1	1	6.25	5.75	5.25	5	5.5625	31	1	2	5	6	2
679	1	0	4	4	1	4	4	7	4	4	4	1	4	4	4	1	3	4	4	4	3	2	2	2	2	3.25	3.25	3	3.75	3.3125	27	2	4	4	5	1
680	1	1	4	4	1	3	6	6	5	4	2	2	3	5	2	3	4	5	5	4	4	1	1	1	1	3	2.75	3.5	4.5	3.4375	20	1	4	1	4	1
681	1	1	4	4	1	4	2	3	2	5	6	5	6	5	5	5	5	5	5	5	5	1	1	1	1	5.25	5.5	5	5	5.1875	27	1	5	6	3	3
682	1	0	4	4	1	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4.5	4	4	4	4.125	29	1	5	4	4	3
683	1	1	4	4	1	2	2	3	3	5	6	4	4	6	6	4	4	5	6	4	4	1	1	1	1	5.5	4.75	5	4.75	5	28	1	4	7	6	1
684	0	0	4	4	1	4	3	5	5	4	5	3	3	4	4	3	4	4	5	3	4	2	2	2	2	3.75	3.75	3.75	4	3.8125	42	1	5	9	5	1
